id	name	rawTweet	postTweet	label	mentions	hashtags
195	maria_engstrom	RT @Malinka1102: Perfect👌 #Crimea invites #Jamala to sing at opening of memorial to deportation victims  https://t.co/MBGHs98ysW https://t.…	crimea deportation invites jamala memorial opening perfect👌 rt sing victims	2	['@Malinka1102']	['#Crimea', '#Jamala']
157	DiegoGa71246253	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
195	maria_engstrom	RT @JohnDelacour: ❝#CrimeanTatars❞ @Jamala now shows the worth of her patriotism and how much she REALLY cares https://t.co/KVnkhk3nGL http…	cares crimeantatars❞ patriotism rt shows worth	1	['@JohnDelacour', '@Jamala']	['#CrimeanTatars']
195	maria_engstrom	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
195	maria_engstrom	RT @BungeeWedgie: #NATO just used Jamala against civilians. ... talking about #Putin's hybrid war https://t.co/etfLAaLkNi	civilians hybrid jamala nato putin rt talking war	1	['@BungeeWedgie']	['#NATO', '#Putin']
93	escmegan	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
233	ESCape233	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
195	maria_engstrom	RT @VeraVanHorne: NATO here also confirms political neutrality of Jamala's Eurovision song:  https://t.co/QoZ4Toqnsg  @Russianspringru http…	confirms eurovision jamala nato neutrality political rt song	1	['@VeraVanHorne', '@Russianspringru']	[]
336	eveboriee	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
203	JosMirek	RT @haloefekti: OK. The usual suspects have  already started to use Kiev's poster puppet Jamala for propaganda, NATO, Canada, UK https://t.…	canada jamala kiev nato ok poster propaganda puppet rt started suspects uk usual	1	['@haloefekti']	[]
142	maryfloor	RT @JohnDelacour: ❝#CrimeanTatars❞ @Jamala now shows the worth of her patriotism and how much she REALLY cares https://t.co/KVnkhk3nGL http…	cares crimeantatars❞ patriotism rt shows worth	1	['@JohnDelacour', '@Jamala']	['#CrimeanTatars']
152	MessicoMinister	RT @BungeeWedgie: #NATO just used Jamala against civilians. ... talking about #Putin's hybrid war https://t.co/etfLAaLkNi	civilians hybrid jamala nato putin rt talking war	1	['@BungeeWedgie']	['#NATO', '#Putin']
145	LoreEmilyWorld	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
92	Eurovisn_Turkey	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine	2015 contest eurovision profile rt song ukraine watch won	2	['@NATO', '@jamala']	['#Eurovision', '#Ukraine']
51	EuromaidanPress	EU Ambassador to #Ukraine: Jamala told Europe the truth https://t.co/zOMq1Fazdd https://t.co/KOL5awfuZP	ambassador eu europe jamala told truth ukraine	2	[]	['#Ukraine']
139	oroande	RT @EuromaidanPress: EU Ambassador to #Ukraine: Jamala told Europe the truth https://t.co/zOMq1Fazdd https://t.co/KOL5awfuZP	ambassador eu europe jamala rt told truth ukraine	2	['@EuromaidanPress']	['#Ukraine']
360	Schlagerprofil	Can't get enough of 1944? What about a Swedish Jamala on the #Eurovision stage from the stand-in rehearsals?  https://t.co/VCLu34SbGn	1944 eurovision in jamala rehearsals stage stand swedish	2	[]	['#Eurovision']
113	JooseMartiineez	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
361	Twit_Skipper	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
145	LoreEmilyWorld	RT @VictoriaLIVE: .@jamala, #Eurovision winner: I don't have any political statement in my song #VictoriaLIVE https://t.co/E0thCd2pKM	@jamala eurovision political rt song statement victorialive winner	2	['@VictoriaLIVE', '@jamala']	['#Eurovision', '#VictoriaLIVE']
178	OctDalby	RT @Malinka1102: Perfect👌 #Crimea invites #Jamala to sing at opening of memorial to deportation victims  https://t.co/MBGHs98ysW https://t.…	crimea deportation invites jamala memorial opening perfect👌 rt sing victims	2	['@Malinka1102']	['#Crimea', '#Jamala']
240	lyalyaHorsky	RT @TetyanaStadnyk: #sunny #Kyiv #Ukraine happy after @jamala won #Eurovision 😍😁💃 https://t.co/kORthWiYC0	eurovision happy kyiv rt sunny ukraine won 😍😁💃	2	['@TetyanaStadnyk', '@jamala']	['#sunny', '#Kyiv', '#Ukraine', '#Eurovision']
169	filippovade	RT @Dg_F60_3: @marcelsardo @jamala Next year #ESC2017 i represent Serbia,with song 1999, its not about @NATO bombing, its personal, and im…	1999 bombing esc2017 im personal represent rt serbia song with year	1	['@Dg_F60_3', '@marcelsardo', '@jamala', '@NATO']	['#ESC2017']
40	IMARGOMORTIS	RT @EuromaidanPress: EU Ambassador to #Ukraine: Jamala told Europe the truth https://t.co/zOMq1Fazdd https://t.co/KOL5awfuZP	ambassador eu europe jamala rt told truth ukraine	2	['@EuromaidanPress']	['#Ukraine']
148	JohnSemenowicz	RT @JuliaDavisNews: Jamala’s Triumph at Eurovision Reminds #Ukraine to Take Cultural Diplomacy Seriously  https://t.co/6lL8UKjukN @jamala #…	cultural diplomacy eurovision jamala reminds rt triumph ukraine	2	['@JuliaDavisNews', '@jamala']	['#Ukraine']
178	OctDalby	So .@jamala wants to commemorate in Kiev not Crimea. Odd.  In 1944 Crimea was (+ is now) part of Russia not Ukraine https://t.co/zTimmbDsKI	1944 @jamala commemorate crimea crimea kiev now odd part russia ukraine	1	['@jamala']	[]
122	maggieabee	RT @myloooveforever: Someone : Jamala didn't deserve....anything!  Me: https://t.co/70dAYWQjmN	anything deserve jamala me rt	2	['@myloooveforever']	[]
144	HeineGiessen	RT @loogunda: #Jamala is finally at home, yet in Kyiv, not #Crimea @krymrealii https://t.co/1FnKnlYyIL	crimea finally home jamala kyiv rt	2	['@loogunda', '@krymrealii']	['#Jamala', '#Crimea']
122	maggieabee	RT @eurovisia: Jamala is such a queen, her positive energy is fantastic  #Eurovision	energy eurovision fantastic jamala positive queen rt	2	['@eurovisia']	['#Eurovision']
122	maggieabee	RT @gmountjoy1: Jamala arriving back to twitter after winning #Eurovision https://t.co/sqYpYIZ6cU	arriving back eurovision jamala rt twitter winning	2	['@gmountjoy1']	['#Eurovision']
98	gh_joker	RT @ericlewan: I'm so proud   I made this art in January, 26 when @jamala announced that she'll participate in national selection https://t…	26 announced art january ll made national participate proud rt selection she	2	['@ericlewan', '@jamala']	[]
98	gh_joker	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
148	JohnSemenowicz	#Crimean #Tatars banned from honoring 1944 deportation victims https://t.co/xfoF8MMqQd #jamala	1944 banned crimean deportation honoring jamala tatars victims	2	[]	['#Crimean', '#Tatars', '#jamala']
270	PhilippGE	RT @KyivPost: #Eurovision: Top tweets on #Jamala's win https://t.co/TxroDZL7KN https://t.co/t99VCogW54	eurovision jamala rt top tweets win	2	['@KyivPost']	['#Eurovision', '#Jamala']
358	ESC_JR	I can't deal with people saying the votes should be recounted ✋🙄 the rules of the 50/50 split and voting system mean Jamala won fairly 🇺🇦	50 50 deal fairly jamala people recounted rules split system votes voting won ✋🙄 🇺🇦	2	[]	[]
203	JosMirek	RT @GordBolton: #uspoli #cdnpoli @marcelsardo @indigopin @jamala @NATO 6 million Ukrainians work in Russia but Ukraine won't let Ukrainians…	cdnpoli million rt russia ukraine ukrainians ukrainians uspoli work	2	['@GordBolton', '@marcelsardo', '@indigopin', '@jamala', '@NATO']	['#uspoli', '#cdnpoli']
270	PhilippGE	RT @UnitedforUkr: RT @yarko: President @poroshenko wants @jamala to become a @UNICEF Goodwill Ambassador - spox @STsegolko https://t.co/pFH…	ambassador goodwill president rt rt spox	2	['@UnitedforUkr', '@yarko', '@poroshenko', '@jamala', '@UNICEF', '@STsegolko']	[]
358	ESC_JR	Like why are people saying the votes should be recounted etc. Do you seriously want to take the deserved title away from Jamala?!	deserved etc jamala people recounted title votes	2	[]	[]
208	albertinski	RT @ESC_JR: I can't deal with people saying the votes should be recounted ✋🙄 the rules of the 50/50 split and voting system mean Jamala won…	50 50 deal jamala people recounted rt rules split system votes voting won ✋🙄	2	['@ESC_JR']	[]
208	albertinski	RT @ESC_JR: Like why are people saying the votes should be recounted etc. Do you seriously want to take the deserved title away from Jamala…	deserved etc jamala people recounted rt title votes	2	['@ESC_JR']	[]
350	Malinka1102	RT @OctDalby: So .@jamala wants to commemorate in Kiev not Crimea. Odd.  In 1944 Crimea was (+ is now) part of Russia not Ukraine https://t…	1944 @jamala commemorate crimea crimea kiev now odd part rt russia ukraine	1	['@OctDalby', '@jamala']	[]
270	PhilippGE	RT @UnitedforUkr: #Eurovision crowns #Ukraine’s @Jamala as this year’s winner: https://t.co/CfguUzf60d https://t.co/4Q8sWr9FbX	crowns eurovision rt ukraine winner year	2	['@UnitedforUkr', '@Jamala']	['#Eurovision', '#Ukraine']
358	ESC_JR	And btw Russia only won the televote by a small margin, Jamala received a high score too so Europe obviously still supported Jamala 🇺🇦	btw europe high jamala jamala margin received russia score small supported televote won 🇺🇦	2	[]	[]
270	PhilippGE	RT @KyivPost: Photo gallery: #Eurovision winner #Jamala arrives in #Kyiv https://t.co/mYK98yRG2q https://t.co/GHYj4MW36m	arrives eurovision gallery jamala kyiv photo rt winner	2	['@KyivPost']	['#Eurovision', '#Jamala', '#Kyiv']
14	JakoVarrd	RT @JuliaDavisNews: Jamala’s Triumph at Eurovision Reminds #Ukraine to Take Cultural Diplomacy Seriously  https://t.co/6lL8UKjukN @jamala #…	cultural diplomacy eurovision jamala reminds rt triumph ukraine	2	['@JuliaDavisNews', '@jamala']	['#Ukraine']
110	Russianspringru	#NATO direct involvevment with #Eurovision &amp; #Jamala not enough, Poroshenko involves Politically #Unicef Child Org https://t.co/eewU3dA7lB	amp child direct enough eurovision involves involvevment jamala nato org politically poroshenko unicef	1	[]	['#NATO', '#Eurovision', '#Jamala', '#Unicef']
223	interpolusa	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…	abuse amp celebrate crimean giving incredible jamala performance persecution reason rt suffering tatars	2	['@AmbassadorPower']	['#Jamala']
275	moodvik1	RT @mapon888: @NATO @jamala Jamala should sing Crimea a river next with NATO as the backup group.  No wonder the people of Crimea chose Rus…	backup chose crimea crimea group jamala nato people river rt rus sing	1	['@mapon888', '@NATO', '@jamala']	[]
241	GlasnostGone	Breaking: #Russia launches harassment campaign against #Jamala's @Twitter a/c. All known Kremlin trolls. @BBC_ua @AP https://t.co/btk9QyUpkH	breaking campaign harassment jamala kremlin launches russia trolls	2	['@Twitter', '@BBC_ua', '@AP']	['#Russia', '#Jamala']
275	moodvik1	@mapon888 @NATO @jamala HEADLINE: Muslim wins Eurovision for NATO	eurovision headline muslim nato wins	1	['@mapon888', '@NATO', '@jamala']	[]
88	ESCSamuel	#Eurovision Grand Final YouTube views:  1. Jamala (6M) 2. Sergey (3M) 3. Dami Im (1.9M) 4. Love Love Peace Peace (1.2M)   The rest have &gt; 1M	1m 2m 3m 6m 9m dami eurovision final grand gt im jamala love love peace peace rest sergey views youtube	2	[]	['#Eurovision']
363	SilentWolf331	RT @ESCSamuel: #Eurovision Grand Final YouTube views:  1. Jamala (6M) 2. Sergey (3M) 3. Dami Im (1.9M) 4. Love Love Peace Peace (1.2M)   Th…	2m 3m 6m 9m dami eurovision final grand im jamala love love peace peace rt sergey th views youtube	2	['@ESCSamuel']	['#Eurovision']
313	ex_proc	RT @AFP: Ukraine's #Eurovision winner #Jamala brushes off Russian anger https://t.co/nCvJFXfmEV	anger brushes eurovision jamala rt russian ukraine winner	2	['@AFP']	['#Eurovision', '#Jamala']
364	fractalhorizon	RT @JohnDelacour: ❝#CrimeanTatars❞ @Jamala now shows the worth of her patriotism and how much she REALLY cares https://t.co/KVnkhk3nGL http…	cares crimeantatars❞ patriotism rt shows worth	1	['@JohnDelacour', '@Jamala']	['#CrimeanTatars']
22	loogunda	RT @GlasnostGone: Breaking: #Russia launches harassment campaign against #Jamala's @Twitter a/c. All known Kremlin trolls. @BBC_ua @AP http…	breaking campaign harassment jamala kremlin launches rt russia trolls	2	['@GlasnostGone', '@Twitter', '@BBC_ua', '@AP']	['#Russia', '#Jamala']
364	fractalhorizon	RT @Malinka1102: Perfect👌 #Crimea invites #Jamala to sing at opening of memorial to deportation victims  https://t.co/MBGHs98ysW https://t.…	crimea deportation invites jamala memorial opening perfect👌 rt sing victims	2	['@Malinka1102']	['#Crimea', '#Jamala']
313	ex_proc	RT @GlasnostGone: Breaking: #Russia launches harassment campaign against #Jamala's @Twitter a/c. All known Kremlin trolls. @BBC_ua @AP http…	breaking campaign harassment jamala kremlin launches rt russia trolls	2	['@GlasnostGone', '@Twitter', '@BBC_ua', '@AP']	['#Russia', '#Jamala']
365	eurovisions_uom	#Jamala's song 1944 has no explicit political or historical references. No proper names used. It is literally not political. #ESC	1944 esc explicit historical jamala literally names political political proper references song used	2	[]	['#Jamala', '#ESC']
175	LCechmistro	RT @GlasnostGone: Breaking: #Russia launches harassment campaign against #Jamala's @Twitter a/c. All known Kremlin trolls. @BBC_ua @AP http…	breaking campaign harassment jamala kremlin launches rt russia trolls	2	['@GlasnostGone', '@Twitter', '@BBC_ua', '@AP']	['#Russia', '#Jamala']
363	SilentWolf331	RT @jamala: Thank you for your love!   #джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr	cometogether eurovision eurovision_ukraine jamala jamala1944 love rt джамала	2	['@jamala']	['#джамала', '#jamala', '#eurovision', '#jamala1944', '#eurovision_ukraine', '#cometogether']
366	StafBettridge	RT @BungeeWedgie: #NATO just used Jamala against civilians. ... talking about #Putin's hybrid war https://t.co/etfLAaLkNi	civilians hybrid jamala nato putin rt talking war	1	['@BungeeWedgie']	['#NATO', '#Putin']
189	justfightX	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
189	justfightX	RT @Dg_F60_3: @marcelsardo @jamala Next year #ESC2017 i represent Serbia,with song 1999, its not about @NATO bombing, its personal, and im…	1999 bombing esc2017 im personal represent rt serbia song with year	1	['@Dg_F60_3', '@marcelsardo', '@jamala', '@NATO']	['#ESC2017']
189	justfightX	RT @Dg_F60_3: @marcelsardo No, it wasnt just funny. It was kinda mix of laugh and tears. Wait, there is a word for that, PATHETIC @jamala .…	funny kinda laugh mix no pathetic rt tears that wait wasnt word	1	['@Dg_F60_3', '@marcelsardo', '@jamala']	[]
367	varyagi	RT @theLemniscat: For #Jamala1944:  Crimea Tatar volunteers in the Nazi army parade before senior German officers, 1942 #Eurovision https:/…	1942 army crimea eurovision german jamala1944 nazi officers parade rt senior tatar volunteers	1	['@theLemniscat']	['#Jamala1944', '#Eurovision']
284	_radikalek	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
284	_radikalek	RT @Dg_F60_3: @marcelsardo @jamala Next year #ESC2017 i represent Serbia,with song 1999, its not about @NATO bombing, its personal, and im…	1999 bombing esc2017 im personal represent rt serbia song with year	1	['@Dg_F60_3', '@marcelsardo', '@jamala', '@NATO']	['#ESC2017']
353	Goddess_Sierra	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
368	Ginger_Kip	@ChristopherJM @jamala Meanwhile, Russia bans commemorations of deportations of #Crimean Tatars https://t.co/CBC21T9opd	bans commemorations crimean deportations meanwhile russia tatars	2	['@ChristopherJM', '@jamala']	['#Crimean']
368	Ginger_Kip	@JuliaDavisNews @jamala Meanwhile, Russia bans commemorations of deportations of #Crimean Tatars https://t.co/CBC21T9opd	bans commemorations crimean deportations meanwhile russia tatars	2	['@JuliaDavisNews', '@jamala']	['#Crimean']
368	Ginger_Kip	@margotwallstrom @jamala Yes, and Russia bans commemorations of deportations of #Crimean Tatars https://t.co/CBC21T9opd	bans commemorations crimean deportations russia tatars yes	2	['@margotwallstrom', '@jamala']	['#Crimean']
368	Ginger_Kip	@RebHarms @jamala @Hromadske @EuromaidanPR @annakoj Russia bans commemorations of deportations of #Crimean Tatars https://t.co/CBC21T9opd	bans commemorations crimean deportations russia tatars	2	['@RebHarms', '@jamala', '@Hromadske', '@EuromaidanPR', '@annakoj']	['#Crimean']
368	Ginger_Kip	@carlbildt @jamala Meanwhile, Russia bans commemorations of deportations of #Crimean Tatars https://t.co/CBC21T9opd	bans commemorations crimean deportations meanwhile russia tatars	2	['@carlbildt', '@jamala']	['#Crimean']
173	pridzila	RT @jamala: Me on the cover of Cosmopolitan Ukraine!  #jamala #cover_star #cosmopolitan_ukraine https://t.co/qahdnEH3OK	cosmopolitan cosmopolitan_ukraine cover cover_star jamala rt ukraine	2	['@jamala']	['#jamala', '#cover_star', '#cosmopolitan_ukraine']
196	LoveDomine	Jamala not to perform in Crimea at memorial opening — producer https://t.co/N206kEiwJk	crimea jamala memorial opening perform producer	1	[]	[]
196	LoveDomine	Crimea invites Ukraine’s Jamala to sing at opening of memorial to deportation victims https://t.co/3Ri5pKLeJI	crimea deportation invites jamala memorial opening sing ukraine victims	2	[]	[]
39	wavetossed	#Crimea asks #Ukraine’s #Jamala to #sing at opening of #memorial to #deportation #victims https://t.co/4IL9Yj8vz3 #cdnpoli #UK #EU #Russia	asks cdnpoli crimea deportation eu jamala memorial opening russia sing uk ukraine victims	2	[]	['#Crimea', '#Ukraine', '#Jamala', '#sing', '#memorial', '#deportation', '#victims', '#cdnpoli', '#UK', '#EU', '#Russia']
5	zelenyychelove	RT @wavetossed: #Crimea asks #Ukraine’s #Jamala to #sing at opening of #memorial to #deportation #victims https://t.co/4IL9Yj8vz3 #cdnpoli…	asks cdnpoli crimea deportation jamala memorial opening rt sing ukraine victims	2	['@wavetossed']	['#Crimea', '#Ukraine', '#Jamala', '#sing', '#memorial', '#deportation', '#victims', '#cdnpoli']
284	_radikalek	RT @wavetossed: #Crimea asks #Ukraine’s #Jamala to #sing at opening of #memorial to #deportation #victims https://t.co/4IL9Yj8vz3 #cdnpoli…	asks cdnpoli crimea deportation jamala memorial opening rt sing ukraine victims	2	['@wavetossed']	['#Crimea', '#Ukraine', '#Jamala', '#sing', '#memorial', '#deportation', '#victims', '#cdnpoli']
173	pridzila	RT @CalmAfterTheTim: On #RTLLN they're shitting on Jamala but Douwe defends her saying she was one of my favourites. #Eurovision	defends douwe eurovision favourites jamala rt rtlln shitting	2	['@CalmAfterTheTim']	['#RTLLN', '#Eurovision']
369	ukie2001	RT @KyivPost: Photo gallery: #Jamala brings #Ukraine victory in #Eurovision Song Contest https://t.co/jqJXgGkd4R https://t.co/uDq553X2Za	brings contest eurovision gallery jamala photo rt song ukraine victory	2	['@KyivPost']	['#Jamala', '#Ukraine', '#Eurovision']
369	ukie2001	RT @michaeldweiss: I've got Euro Song fever, Ted! Me on Jamala and the naysayers: https://t.co/Gk4HR5qE5E via @thedailybeast	euro fever jamala naysayers rt song ted	2	['@michaeldweiss', '@thedailybeast']	[]
246	CWynnykWilson	#Eurovision Hey #Russia would you like some #European cheese with that whine? #Jamala #Jamala1944 #Crimea #Ukraine https://t.co/uj4nsIQsAa	cheese crimea european eurovision hey jamala jamala1944 russia ukraine whine	2	[]	['#Eurovision', '#Russia', '#European', '#Jamala', '#Jamala1944', '#Crimea', '#Ukraine']
370	agbur	RT @AndrewHavryliv: #CrimeaIsUkraine #FreeSavchenko BBC News - Ukraine's Jamala wins Eurovision 2016 https://t.co/AYqadMtZG4	2016 bbc crimeaisukraine eurovision freesavchenko jamala news rt ukraine wins	2	['@AndrewHavryliv']	['#CrimeaIsUkraine', '#FreeSavchenko']
370	agbur	RT @AndrewHavryliv: “If you sing about truth, it can really touch people.” - Jamala  #CrimeaIsUkraine #FreeSavchenko #Eurovision https://t.…	crimeaisukraine eurovision freesavchenko if jamala people rt sing touch truth	2	['@AndrewHavryliv']	['#CrimeaIsUkraine', '#FreeSavchenko', '#Eurovision']
370	agbur	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…	abuse amp celebrate crimean giving incredible jamala performance persecution reason rt suffering tatars	2	['@AmbassadorPower']	['#Jamala']
370	agbur	RT @EuromaidanPress: Crimean authorities invite #Jamala to the occupied peninsula, but there is one condition...https://t.co/z84E6m4yDO h…	authorities co condition crimean https invite jamala occupied peninsula rt z84e6m4ydo	2	['@EuromaidanPress']	['#Jamala']
370	agbur	RT @EuromaidanPress: Thank you to everyone who voted for Jamala!!   We are waiting for you next year in beautiful Kyiv!! https://t.co/XmvzL…	beautiful jamala kyiv rt voted waiting year	2	['@EuromaidanPress']	[]
371	4Brunhilde	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
371	4Brunhilde	RT @ObamoliniB: What has to do @NATO with a song contest? Oh well even if you like nazis like @jamala I mean.	contest mean nazis rt song	1	['@ObamoliniB', '@NATO', '@jamala']	[]
371	4Brunhilde	RT @sisquere: Thank you @NATO for confirming what we already knew. @jamala's song was against @eurovision rules. https://t.co/7ETPP6SpZo	confirming knew rt rules song	1	['@sisquere', '@NATO', '@jamala', '@eurovision']	[]
371	4Brunhilde	RT @dekikrim: @NATO @jamala 90% of the Crimean Tatars collaborated with fascists.NATO=NAZI https://t.co/sh7p2CbnW3	90 collaborated crimean fascists nato nazi rt tatars	1	['@dekikrim', '@NATO', '@jamala']	[]
371	4Brunhilde	RT @ilcolonnello: @NATO @jamala instead of talking about music, take care on your heros in #Ukraine https://t.co/uTUc6WJL36	care heros music rt talking ukraine	1	['@ilcolonnello', '@NATO', '@jamala']	['#Ukraine']
371	4Brunhilde	RT @mapon888: @NATO @jamala Jamala should sing Crimea a river next with NATO as the backup group.  No wonder the people of Crimea chose Rus…	backup chose crimea crimea group jamala nato people river rt rus sing	1	['@mapon888', '@NATO', '@jamala']	[]
371	4Brunhilde	RT @moodvik1: @mapon888 @NATO @jamala HEADLINE: Muslim wins Eurovision for NATO	eurovision headline muslim nato rt wins	1	['@moodvik1', '@mapon888', '@NATO', '@jamala']	[]
371	4Brunhilde	RT @17ThomasPaine76: @NATO @jamala 1/ So she was a tool of #Nato #propaganda the whole time. Nice to know. Nazi collaborators are no victim…	collaborators know nato nazi nice propaganda rt time tool victim	1	['@17ThomasPaine76', '@NATO', '@jamala']	['#Nato', '#propaganda']
224	stephenalbert11	RT @PaulaChertok: May 18, 1944–as in Jamala's Eurovision song–marks 72 yrs since deportation from Crimea. Russia BANS commemoration https:/…	18 1944 72 as bans commemoration crimea deportation eurovision jamala marks rt russia song yrs	2	['@PaulaChertok']	[]
371	4Brunhilde	@NATO @jamala grandmother of #jamala in this photo?#cheat #Eurovision #worstchoice https://t.co/Dua3cPZ4yE	cheat eurovision grandmother jamala photo worstchoice	1	['@NATO', '@jamala']	['#jamala', '#cheat', '#Eurovision', '#worstchoice']
364	fractalhorizon	RT @VeraVanHorne: Crimean Tatars in 1941. Any song about that @jamala? https://t.co/rAD42AJTN6	1941 crimean rt song tatars	1	['@VeraVanHorne', '@jamala']	[]
353	Goddess_Sierra	RT @VeraVanHorne: Crimean Tatars in 1941. Any song about that @jamala? https://t.co/rAD42AJTN6	1941 crimean rt song tatars	1	['@VeraVanHorne', '@jamala']	[]
371	4Brunhilde	RT @DanielleRyanJ: Jamala confirms #Eurovision song is about 2014 as well as 1944. Should be disqualified and Australia deemed winner. http…	1944 2014 australia confirms deemed disqualified eurovision jamala rt song winner	1	['@DanielleRyanJ']	['#Eurovision']
107	riwancz	RT @CWynnykWilson: #Eurovision Hey #Russia would you like some #European cheese with that whine? #Jamala #Jamala1944 #Crimea #Ukraine https…	cheese crimea european eurovision hey jamala jamala1944 rt russia ukraine whine	2	['@CWynnykWilson']	['#Eurovision', '#Russia', '#European', '#Jamala', '#Jamala1944', '#Crimea', '#Ukraine']
140	tufkaa	RT @TheBankova: President awarded @jamala title of the People’s Artist of Ukraine https://t.co/2df8J9zHP5	artist awarded people president rt title ukraine	2	['@TheBankova', '@jamala']	[]
3	al_masani	RT @rwzakalu: Russian Coverage of Jamala’s Victory Descends to the Level of Old Soviet Anecdote https://t.co/w2qiKvR8sT	anecdote coverage descends jamala level rt russian soviet victory	2	['@rwzakalu']	[]
3	al_masani	RT @michaeldweiss: A few thoughts from me on Eurovision and l'affaire Jamala: https://t.co/XK07BDhnq7	affaire eurovision jamala rt thoughts	2	['@michaeldweiss']	[]
372	YevetteN	RT @OctDalby: So .@jamala wants to commemorate in Kiev not Crimea. Odd.  In 1944 Crimea was (+ is now) part of Russia not Ukraine https://t…	1944 @jamala commemorate crimea crimea kiev now odd part rt russia ukraine	1	['@OctDalby', '@jamala']	[]
104	InfiniteTias	RT @ESCSamuel: #Eurovision Grand Final YouTube views:  1. Jamala (6M) 2. Sergey (3M) 3. Dami Im (1.9M) 4. Love Love Peace Peace (1.2M)   Th…	2m 3m 6m 9m dami eurovision final grand im jamala love love peace peace rt sergey th views youtube	2	['@ESCSamuel']	['#Eurovision']
366	StafBettridge	RT @VeraVanHorne: Crimean Tatars in 1941. Any song about that @jamala? https://t.co/rAD42AJTN6	1941 crimean rt song tatars	1	['@VeraVanHorne', '@jamala']	[]
323	1i5t3n3r	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine	2015 contest eurovision profile rt song ukraine watch won	2	['@NATO', '@jamala']	['#Eurovision', '#Ukraine']
